src_port,dst_port,packet_size,protocol,label
80,21,1278,17,Unauthorized Access
22,25,892,6,Brute Force
22,443,698,17,Unauthorized Access
8080,53,1336,17,DDoS Attack
3389,25,911,17,Unauthorized Access
80,53,724,17,Unauthorized Access
22,21,1439,17,Unauthorized Access
22,25,943,17,Brute Force
3389,443,985,6,Malware Detected
3389,443,1425,17,Unauthorized Access
3389,25,1268,17,Brute Force
8080,80,1129,17,Malware Detected
443,53,503,6,Brute Force
22,25,1381,6,Unauthorized Access
22,25,1486,17,Malware Detected
80,443,842,17,Malware Detected
22,25,639,17,Unauthorized Access
8080,25,1265,6,Malware Detected
22,80,1408,6,Malware Detected
22,53,1486,17,Brute Force
22,443,650,6,Brute Force
3389,443,528,6,Malware Detected
3389,25,1168,6,Brute Force
80,21,1147,17,DDoS Attack
22,80,1178,6,DDoS Attack
8080,21,720,17,DDoS Attack
3389,443,943,6,Brute Force
3389,443,1450,17,Malware Detected
3389,21,1203,17,Malware Detected
80,21,1101,17,Malware Detected
8080,80,1237,17,Unauthorized Access
3389,25,852,6,DDoS Attack
3389,443,794,6,Unauthorized Access
3389,53,1098,6,Unauthorized Access
443,443,1397,6,Brute Force
8080,80,1369,6,Brute Force
8080,25,510,6,Brute Force
3389,80,899,17,Brute Force
22,443,1002,17,Malware Detected
22,80,707,17,Malware Detected
3389,25,586,17,DDoS Attack
80,443,1006,17,Unauthorized Access
8080,25,1143,6,DDoS Attack
443,80,1328,17,Malware Detected
3389,443,991,17,Unauthorized Access
8080,25,548,6,DDoS Attack
22,25,673,6,Malware Detected
8080,443,1388,6,Unauthorized Access
443,80,1172,6,Unauthorized Access
22,25,861,6,DDoS Attack
8080,53,1455,6,Malware Detected
80,21,793,17,Malware Detected
3389,53,1388,17,Brute Force
22,21,1465,17,Malware Detected
80,25,982,6,Brute Force
22,25,503,6,DDoS Attack
22,25,600,17,Malware Detected
80,80,1266,6,Malware Detected
8080,25,904,6,Unauthorized Access
8080,443,1475,17,Unauthorized Access
8080,443,741,17,Malware Detected
3389,443,1313,6,DDoS Attack
3389,21,845,6,DDoS Attack
3389,53,878,17,Brute Force
443,80,863,6,Brute Force
22,25,1185,17,Malware Detected
8080,21,836,6,Unauthorized Access
80,443,969,17,DDoS Attack
22,80,620,6,Malware Detected
443,21,966,17,Unauthorized Access
3389,443,1156,17,Unauthorized Access
80,80,1230,17,Malware Detected
443,53,1354,17,Malware Detected
80,21,637,6,Malware Detected
8080,80,698,6,Unauthorized Access
443,25,1367,6,Malware Detected
80,80,1067,17,Malware Detected
3389,80,1061,17,Brute Force
443,80,894,6,Unauthorized Access
3389,53,649,17,Unauthorized Access
80,21,869,6,Brute Force
8080,25,1214,17,Malware Detected
3389,443,1150,6,Malware Detected
8080,21,967,6,Unauthorized Access
3389,25,847,17,Unauthorized Access
443,25,1364,17,DDoS Attack
22,25,846,17,Malware Detected
443,443,920,17,Brute Force
8080,53,643,6,Unauthorized Access
80,21,1144,6,DDoS Attack
80,53,623,17,DDoS Attack
443,80,1320,17,Unauthorized Access
8080,53,1296,6,Unauthorized Access
80,80,559,6,Unauthorized Access
22,21,607,17,Unauthorized Access
22,21,1122,6,Brute Force
443,443,1125,6,DDoS Attack
80,25,964,17,Unauthorized Access
22,25,940,6,Unauthorized Access
3389,80,655,6,DDoS Attack
22,21,1158,6,Unauthorized Access
22,443,994,17,Malware Detected
22,443,1026,6,Unauthorized Access
443,21,1071,17,DDoS Attack
3389,443,742,17,DDoS Attack
3389,80,1254,17,DDoS Attack
3389,25,808,17,Unauthorized Access
80,443,583,6,Malware Detected
80,53,1215,6,Unauthorized Access
22,21,1045,6,DDoS Attack
8080,53,1459,17,Unauthorized Access
22,53,1413,17,Unauthorized Access
80,80,1297,17,Unauthorized Access
3389,25,1356,17,Brute Force
8080,80,862,17,Malware Detected
8080,21,1248,6,Brute Force
22,21,953,17,DDoS Attack
80,21,1123,6,Malware Detected
22,25,1134,6,Malware Detected
443,53,565,6,Malware Detected
3389,53,1196,6,Brute Force
22,443,1477,17,Unauthorized Access
80,21,810,6,Unauthorized Access
443,80,594,17,Unauthorized Access
3389,21,1031,17,Malware Detected
3389,80,985,6,Brute Force
8080,25,911,6,Unauthorized Access
22,443,549,6,Malware Detected
3389,80,1240,17,Malware Detected
8080,80,522,6,Malware Detected
3389,443,1393,6,Brute Force
22,21,1269,6,Unauthorized Access
22,53,1003,17,Malware Detected
3389,25,1282,17,DDoS Attack
80,53,633,6,Brute Force
80,443,949,6,DDoS Attack
22,21,904,6,Malware Detected
8080,80,923,6,Malware Detected
3389,21,1388,17,Unauthorized Access
80,443,806,6,DDoS Attack
8080,25,1493,17,Malware Detected
443,53,672,17,Brute Force
443,80,1059,6,DDoS Attack
443,21,687,17,DDoS Attack
8080,25,860,17,Unauthorized Access
443,80,1085,17,Unauthorized Access
3389,80,1381,17,Unauthorized Access
22,25,806,6,DDoS Attack
443,80,586,17,Malware Detected
80,80,620,6,DDoS Attack
22,443,1396,6,Malware Detected
80,443,676,17,DDoS Attack
3389,80,603,6,DDoS Attack
80,21,544,17,DDoS Attack
22,25,1238,17,Unauthorized Access
8080,80,1109,6,Brute Force
22,53,622,6,Malware Detected
8080,21,1462,6,Malware Detected
80,21,1088,17,DDoS Attack
80,21,1009,6,Unauthorized Access
3389,21,1480,17,Malware Detected
3389,443,1452,17,Unauthorized Access
22,25,933,17,Brute Force
443,25,518,6,DDoS Attack
22,443,1385,6,Unauthorized Access
8080,25,521,17,Brute Force
443,80,1135,17,Unauthorized Access
3389,80,1497,6,DDoS Attack
8080,21,1110,17,DDoS Attack
22,443,860,6,Brute Force
443,53,747,6,Brute Force
8080,25,834,6,Brute Force
22,443,1302,6,Brute Force
22,443,1392,6,Unauthorized Access
8080,80,921,6,DDoS Attack
80,21,998,17,Brute Force
3389,443,696,6,DDoS Attack
8080,80,1439,17,Malware Detected
443,80,797,17,Malware Detected
8080,80,1202,17,DDoS Attack
3389,80,805,6,DDoS Attack
8080,53,825,6,Malware Detected
80,443,631,17,DDoS Attack
22,21,1493,17,Malware Detected
80,21,980,17,Unauthorized Access
80,25,1412,6,Unauthorized Access
22,80,712,17,Brute Force
80,443,546,6,Brute Force
3389,25,1003,6,DDoS Attack
80,53,573,6,Brute Force
3389,443,1424,6,Malware Detected
80,21,536,17,Unauthorized Access
8080,53,791,6,Brute Force
8080,21,572,6,Malware Detected
3389,25,759,17,Unauthorized Access
22,80,1391,17,Brute Force
22,21,648,6,Brute Force
3389,80,1077,17,Malware Detected
22,443,1464,6,Unauthorized Access
80,443,748,17,Malware Detected
8080,21,1355,6,Unauthorized Access
3389,443,650,17,Brute Force
22,443,1081,17,Unauthorized Access
3389,443,957,6,Brute Force
80,53,1172,17,DDoS Attack
8080,53,575,6,Brute Force
8080,53,571,17,DDoS Attack
22,25,1406,17,Unauthorized Access
443,25,521,6,Unauthorized Access
443,21,1291,17,DDoS Attack
80,25,950,17,Unauthorized Access
3389,21,538,6,Unauthorized Access
3389,21,637,17,Brute Force
80,53,594,6,Malware Detected
22,443,1138,6,Unauthorized Access
3389,25,860,17,Unauthorized Access
80,25,572,17,Malware Detected
8080,21,1217,6,Brute Force
3389,443,1119,17,Malware Detected
22,80,943,6,Brute Force
3389,25,1122,17,Brute Force
443,53,1332,17,Brute Force
22,21,1359,6,DDoS Attack
443,21,1085,17,Malware Detected
3389,443,1177,17,Malware Detected
80,53,555,17,Unauthorized Access
80,80,508,6,DDoS Attack
8080,25,775,17,Brute Force
3389,443,747,6,Malware Detected
3389,443,928,17,Malware Detected
3389,53,1287,17,Malware Detected
22,25,852,6,Brute Force
80,25,892,6,DDoS Attack
3389,53,1116,17,Unauthorized Access
443,53,1317,6,Malware Detected
80,443,681,6,Brute Force
22,53,1091,6,Unauthorized Access
443,25,502,17,DDoS Attack
80,25,510,6,Unauthorized Access
443,53,721,6,DDoS Attack
443,443,1190,17,Unauthorized Access
3389,80,923,17,Brute Force
443,53,1250,17,DDoS Attack
443,53,788,17,Malware Detected
22,443,1073,17,Brute Force
8080,21,807,6,Malware Detected
8080,80,1372,17,Malware Detected
3389,53,1390,6,Brute Force
8080,53,875,6,DDoS Attack
443,25,1001,17,Malware Detected
22,21,514,6,Brute Force
80,53,1370,17,Brute Force
80,443,525,17,Brute Force
22,443,1310,6,Unauthorized Access
22,25,999,6,DDoS Attack
8080,53,1154,6,DDoS Attack
22,21,1053,6,Unauthorized Access
8080,25,1140,6,Unauthorized Access
80,53,534,6,Unauthorized Access
443,53,947,6,Brute Force
80,443,1254,6,Unauthorized Access
8080,80,875,6,Brute Force
80,80,1363,17,DDoS Attack
8080,53,1322,17,Malware Detected
8080,53,618,6,Unauthorized Access
443,80,1317,6,DDoS Attack
80,443,733,6,DDoS Attack
80,53,1256,6,Malware Detected
22,25,1400,17,Malware Detected
22,21,1379,17,DDoS Attack
8080,443,1355,17,DDoS Attack
443,21,1270,17,Brute Force
80,21,1197,17,Malware Detected
443,80,573,6,Unauthorized Access
443,443,824,17,Malware Detected
22,443,679,17,DDoS Attack
22,443,1323,17,Unauthorized Access
3389,53,1177,17,Brute Force
80,80,585,6,Malware Detected
443,25,1149,17,Brute Force
443,21,978,6,Unauthorized Access
8080,443,526,17,Brute Force
3389,80,801,6,Brute Force
22,21,1280,17,Unauthorized Access
80,443,745,6,Unauthorized Access
3389,443,683,17,Brute Force
443,53,543,17,DDoS Attack
22,21,1122,17,Malware Detected
22,25,631,17,Unauthorized Access
22,53,1064,6,Unauthorized Access
3389,53,715,17,Malware Detected
8080,80,1028,6,Malware Detected
443,21,942,17,Brute Force
8080,53,1370,17,DDoS Attack
22,80,634,6,Malware Detected
22,80,1202,17,Brute Force
8080,443,1104,6,Malware Detected
443,25,1414,17,Unauthorized Access
22,21,997,17,Unauthorized Access
8080,53,1143,17,Brute Force
443,21,1162,17,DDoS Attack
3389,443,1417,6,Malware Detected
443,53,1275,6,Unauthorized Access
443,53,512,17,Malware Detected
8080,25,628,6,DDoS Attack
80,443,544,17,Unauthorized Access
22,53,608,6,Unauthorized Access
443,25,696,6,DDoS Attack
443,25,850,17,Brute Force
3389,443,1248,6,Unauthorized Access
8080,80,591,17,Malware Detected
80,25,1358,6,DDoS Attack
3389,53,1404,17,Unauthorized Access
3389,53,519,17,Unauthorized Access
443,80,1387,6,Malware Detected
80,21,986,17,Unauthorized Access
80,21,709,6,Malware Detected
3389,21,518,17,Malware Detected
22,25,906,17,Brute Force
3389,25,597,6,Malware Detected
3389,25,1408,17,Malware Detected
22,443,841,17,Brute Force
3389,25,1141,17,Brute Force
8080,53,1263,6,Brute Force
22,53,790,6,DDoS Attack
22,443,848,6,Brute Force
3389,443,580,17,Malware Detected
8080,443,1493,17,Unauthorized Access
443,53,1232,17,Brute Force
22,53,736,6,Brute Force
22,25,767,6,Unauthorized Access
3389,53,667,6,Unauthorized Access
80,443,677,17,Unauthorized Access
80,80,1052,6,Unauthorized Access
443,21,813,17,Malware Detected
443,25,1141,6,Malware Detected
443,21,992,17,Malware Detected
80,21,1281,17,Brute Force
8080,25,1137,17,DDoS Attack
22,25,916,6,Brute Force
22,80,934,6,Brute Force
80,443,1468,17,DDoS Attack
8080,53,651,17,Malware Detected
22,443,790,17,Brute Force
22,53,1487,17,Malware Detected
80,21,773,6,Brute Force
80,53,560,6,Brute Force
443,25,1349,17,DDoS Attack
8080,25,1390,6,Malware Detected
443,80,1234,17,Unauthorized Access
3389,25,1299,6,DDoS Attack
80,80,1069,6,Brute Force
80,80,1190,6,Malware Detected
8080,53,1139,6,Malware Detected
80,25,668,17,Malware Detected
22,21,798,17,Malware Detected
80,25,1475,6,Malware Detected
22,53,1450,17,Malware Detected
80,443,1045,17,Brute Force
80,21,957,17,Brute Force
8080,25,1035,6,Malware Detected
22,53,1094,6,DDoS Attack
22,80,552,6,DDoS Attack
3389,25,770,17,Brute Force
443,80,1218,17,Brute Force
3389,53,674,6,DDoS Attack
80,443,644,17,Brute Force
443,25,1173,6,Unauthorized Access
443,53,934,17,Malware Detected
443,80,1236,17,Malware Detected
8080,80,1499,6,Unauthorized Access
443,53,1011,6,Brute Force
22,443,1430,17,Malware Detected
3389,443,523,17,Malware Detected
80,443,671,6,Brute Force
8080,443,807,17,Malware Detected
80,443,1229,6,Unauthorized Access
22,80,878,17,Unauthorized Access
443,21,890,17,Unauthorized Access
80,53,1334,17,Malware Detected
80,21,879,6,Unauthorized Access
8080,443,597,6,DDoS Attack
3389,53,1263,6,Malware Detected
3389,21,1108,6,Unauthorized Access
22,25,811,6,Brute Force
80,80,685,6,Malware Detected
3389,21,860,17,DDoS Attack
443,53,988,17,Unauthorized Access
3389,25,1323,6,Brute Force
443,25,1337,6,Malware Detected
443,25,888,17,Unauthorized Access
443,53,1258,6,Unauthorized Access
8080,53,1493,6,Unauthorized Access
3389,25,596,17,Brute Force
8080,53,1260,6,Malware Detected
80,21,889,6,DDoS Attack
80,443,770,17,Malware Detected
8080,80,910,17,DDoS Attack
80,53,648,17,Unauthorized Access
443,80,663,17,Brute Force
80,53,595,17,Brute Force
22,443,1491,6,Malware Detected
443,25,1370,17,Unauthorized Access
3389,53,1487,6,Unauthorized Access
8080,21,863,6,Brute Force
80,80,1340,6,DDoS Attack
8080,443,1197,17,Malware Detected
8080,25,1401,6,Malware Detected
80,443,1192,17,Malware Detected
8080,21,1422,6,DDoS Attack
80,53,1255,6,Unauthorized Access
8080,21,1375,6,DDoS Attack
3389,21,583,17,Brute Force
3389,443,665,6,Brute Force
80,443,1390,17,Brute Force
3389,53,898,6,Malware Detected
80,25,549,6,DDoS Attack
80,80,1142,6,Brute Force
80,443,1330,17,Unauthorized Access
443,80,1401,17,Brute Force
443,443,1329,17,Brute Force
3389,25,1066,17,Malware Detected
8080,80,1481,17,DDoS Attack
3389,21,1328,17,Malware Detected
80,53,1397,17,Unauthorized Access
22,21,1061,6,Brute Force
443,21,1316,6,DDoS Attack
80,443,852,17,Brute Force
22,21,1079,6,DDoS Attack
443,25,1323,17,Unauthorized Access
3389,21,760,17,DDoS Attack
22,53,1255,6,Malware Detected
443,25,929,6,Unauthorized Access
443,443,1044,6,DDoS Attack
8080,80,1471,17,Unauthorized Access
22,21,1105,17,Brute Force
8080,25,1080,17,Malware Detected
8080,25,1419,17,Malware Detected
80,25,1378,17,Unauthorized Access
443,443,1307,17,Unauthorized Access
22,80,1435,6,DDoS Attack
443,25,732,17,Unauthorized Access
8080,443,922,6,Brute Force
80,80,502,6,Malware Detected
80,53,1248,6,DDoS Attack
3389,21,1297,17,Brute Force
8080,80,758,17,Brute Force
80,53,1416,17,Brute Force
8080,443,542,17,Malware Detected
80,80,1255,6,Unauthorized Access
3389,21,1248,6,Brute Force
8080,25,844,17,Unauthorized Access
3389,443,631,6,DDoS Attack
22,443,668,17,Brute Force
3389,53,765,6,DDoS Attack
3389,80,1300,6,Brute Force
443,25,1477,17,Unauthorized Access
22,53,532,17,Malware Detected
22,21,758,17,Unauthorized Access
8080,53,950,17,Malware Detected
22,53,720,6,DDoS Attack
443,25,957,17,Unauthorized Access
22,80,1437,17,DDoS Attack
22,21,1349,17,Brute Force
3389,25,936,17,Brute Force
22,443,1476,17,Unauthorized Access
80,25,602,17,DDoS Attack
3389,25,802,17,DDoS Attack
443,80,520,17,Unauthorized Access
443,443,1275,17,Brute Force
8080,21,1269,6,Brute Force
8080,25,540,17,DDoS Attack
443,21,959,6,Malware Detected
22,80,1027,17,DDoS Attack
22,80,674,6,DDoS Attack
3389,21,1132,17,Unauthorized Access
8080,21,530,6,Malware Detected
8080,21,1327,6,Malware Detected
3389,53,1171,6,Brute Force
80,443,1098,6,Brute Force
443,53,1327,6,Brute Force
22,80,558,6,Malware Detected
443,80,872,6,Malware Detected
443,25,1131,6,Malware Detected
80,21,1218,17,Brute Force
8080,443,687,17,Unauthorized Access
3389,21,1388,6,Malware Detected
3389,21,1110,6,Brute Force
22,443,1028,6,DDoS Attack
8080,21,1142,6,DDoS Attack
22,25,638,6,Unauthorized Access
22,21,866,6,Unauthorized Access
443,80,1319,17,Brute Force
80,53,679,17,DDoS Attack
22,80,840,17,Unauthorized Access
8080,80,1387,17,DDoS Attack
8080,80,1249,6,Malware Detected
22,443,1252,6,DDoS Attack
8080,25,1494,6,Unauthorized Access
8080,25,886,6,DDoS Attack
443,21,865,17,Brute Force
8080,53,1341,6,Malware Detected
443,443,850,6,Brute Force
22,25,1156,17,Malware Detected
443,21,639,17,DDoS Attack
22,53,1319,6,Brute Force
3389,443,1055,17,Unauthorized Access
22,80,871,6,Brute Force
80,53,1357,6,DDoS Attack
8080,25,1115,17,Malware Detected
80,21,1288,6,DDoS Attack
80,53,1497,6,Malware Detected
443,21,948,17,DDoS Attack
443,53,1044,17,Malware Detected
3389,443,563,17,Unauthorized Access
8080,443,1038,17,Unauthorized Access
80,80,1399,6,DDoS Attack
8080,21,1298,6,Malware Detected
8080,21,1417,17,Brute Force
3389,80,547,6,Unauthorized Access
22,25,938,17,Malware Detected
443,53,905,17,DDoS Attack
80,53,1491,6,Unauthorized Access
443,443,909,17,Unauthorized Access
80,25,1069,6,Brute Force
3389,25,669,17,Brute Force
3389,443,1365,17,DDoS Attack
80,53,700,17,Brute Force
80,443,1000,17,Brute Force
22,80,1409,6,Brute Force
443,80,682,6,Brute Force
8080,53,619,6,Malware Detected
22,443,933,17,Malware Detected
3389,21,1372,6,Unauthorized Access
443,53,567,6,Malware Detected
443,80,681,6,Malware Detected
8080,21,785,17,Malware Detected
80,443,1400,6,Unauthorized Access
80,443,632,6,Brute Force
22,443,1100,17,Brute Force
80,80,957,6,DDoS Attack
8080,21,978,6,Brute Force
80,21,1464,17,DDoS Attack
80,53,1170,17,Brute Force
443,21,1213,6,Malware Detected
3389,443,782,17,DDoS Attack
443,25,1472,6,Brute Force
3389,21,1350,6,DDoS Attack
443,53,958,6,Brute Force
3389,25,1060,17,Unauthorized Access
80,25,1150,17,DDoS Attack
443,53,1059,17,DDoS Attack
443,443,512,6,Unauthorized Access
443,25,916,6,DDoS Attack
443,25,741,17,Brute Force
443,443,1493,17,Brute Force
80,443,1347,6,Unauthorized Access
443,80,944,6,DDoS Attack
80,443,926,6,Unauthorized Access
3389,25,1436,17,Brute Force
22,21,1435,17,Malware Detected
22,25,959,6,Malware Detected
8080,443,1306,17,DDoS Attack
443,80,647,17,Unauthorized Access
22,443,1481,17,Malware Detected
8080,53,1410,17,Brute Force
3389,80,721,17,Malware Detected
3389,443,727,6,DDoS Attack
3389,80,1354,17,DDoS Attack
443,80,1117,6,DDoS Attack
8080,443,1097,6,Brute Force
80,80,541,17,Brute Force
22,21,1182,17,Malware Detected
443,80,880,6,Unauthorized Access
22,53,1487,6,DDoS Attack
22,53,1388,6,Brute Force
8080,53,1119,17,Unauthorized Access
80,21,535,6,Malware Detected
22,443,1167,6,Unauthorized Access
3389,21,890,17,Malware Detected
3389,80,910,17,Unauthorized Access
443,21,843,17,Brute Force
3389,443,1071,6,Brute Force
443,53,1296,17,DDoS Attack
443,21,1019,6,Malware Detected
22,53,1076,17,Malware Detected
8080,80,888,17,Unauthorized Access
8080,80,605,17,DDoS Attack
22,25,856,6,Brute Force
443,25,798,17,Unauthorized Access
22,443,699,6,Brute Force
443,80,1113,6,Malware Detected
3389,80,870,17,DDoS Attack
443,25,1303,6,Unauthorized Access
3389,443,1035,6,DDoS Attack
22,25,870,6,DDoS Attack
443,80,1118,6,Unauthorized Access
22,53,1353,17,Brute Force
3389,53,797,6,Unauthorized Access
3389,25,1010,17,Unauthorized Access
3389,80,1380,17,Malware Detected
3389,80,1379,6,Malware Detected
8080,53,1480,6,DDoS Attack
443,25,1412,17,Brute Force
22,443,1292,6,Brute Force
80,443,801,17,Malware Detected
80,443,534,6,Unauthorized Access
8080,53,762,17,Malware Detected
8080,21,1067,17,DDoS Attack
443,25,1028,6,Malware Detected
3389,53,972,17,Malware Detected
80,53,552,17,DDoS Attack
8080,53,797,6,DDoS Attack
8080,443,801,17,Unauthorized Access
8080,443,1284,17,Unauthorized Access
80,443,1337,6,Malware Detected
443,53,1493,17,Brute Force
22,443,1056,6,Brute Force
22,25,571,17,Brute Force
3389,25,705,6,Brute Force
